id,name,wear,rarity,price,steam_price,sell_num,buy_num,rate_7,rate_30,inventory
5929,印花 | jks | 2018年波士顿锦标赛,,高级,55.3,923.64,16,1,-0.18,+7.19,
5930,印花 | jks | 2015年科隆锦标赛,,高级,100.0,118.64,11,3,+0.01,-7.37,
5931,印花 | jmqa（闪亮）| 2018年波士顿锦标赛,,卓越,67.0,95.0,7,1,,+21.82,
5932,印花 | jmqa（金色）| 2018年波士顿锦标赛,,非凡,1598.5,0,9,5,-0.03,-5.41,
5933,印花 | jmqa | 2018年波士顿锦标赛,,高级,12.87,15.69,31,13,,,
5934,印花 | k0nfig (Foil)（闪亮）| 2017年亚特兰大锦标赛,,奇异,2469.5,3877.16,1,4,,,
5935,印花 | k0nfig（闪亮）| 2018年波士顿锦标赛,,卓越,90.0,108.56,10,5,+12.57,+12.71,
5936,印花 | k0nfig（闪亮）| 2016年科隆锦标赛,,奇异,130.0,212.15,13,2,-7.14,+8.33,
5937,印花 | k0nfig（闪亮）| 2017年克拉科夫锦标赛,,卓越,134.9,270.26,20,16,,+0.37,
5938,印花 | k0nfig（金色）| 2018年波士顿锦标赛,,非凡,1023.0,1274.63,2,1,,,
5939,印花 | k0nfig（金色）| 2017年克拉科夫锦标赛,,非凡,2039.5,3169.12,4,3,,+6.72,
5940,印花 | k0nfig | 2017年亚特兰大锦标赛,,高级,39.6,55.4,12,4,-0.50,-2.92,
5941,印花 | k0nfig | 2018年波士顿锦标赛,,高级,14.66,20.6,45,6,-3.49,-1.28,
5942,印花 | k0nfig | 2016年科隆锦标赛,,高级,115.5,648.21,6,3,-2.12,-17.03,
5943,印花 | k0nfig | 2017年克拉科夫锦标赛,,高级,15.68,23.0,25,2,,+4.53,
5944,印花 | kNgV-（闪亮）| 2018年波士顿锦标赛,,卓越,349.98,316.56,9,3,,+27.28,
5945,印花 | kNgV-（闪亮）| 2017年克拉科夫锦标赛,,卓越,103.0,270.22,18,15,,-30.63,
5947,印花 | kNgV-（金色）| 2017年克拉科夫锦标赛,,非凡,2699.5,5541.91,8,1,-0.02,-12.21,
5948,印花 | kNgV- | 2018年波士顿锦标赛,,高级,49.44,120.75,11,56,-0.22,-0.86,
5949,印花 | kNgV- | 2017年克拉科夫锦标赛,,高级,16.72,23.66,28,2,+0.72,-12.19,
5950,印花 | kRYSTAL（闪亮）| 2018年波士顿锦标赛,,卓越,59.85,149.15,18,1,-0.17,-0.25,
5951,印花 | kRYSTAL（闪亮）| 2017年克拉科夫锦标赛,,卓越,122.0,190.0,21,14,+1.68,-22.73,
5953,印花 | kRYSTAL（金色）| 2017年克拉科夫锦标赛,,非凡,3665.5,3752.82,7,1,,-5.88,
5954,印花 | kRYSTAL | 2018年波士顿锦标赛,,高级,11.3,15.92,27,11,,,
5955,印花 | kRYSTAL | 2017年克拉科夫锦标赛,,高级,17.89,23.7,46,12,-0.61,+96.16,
5956,印花 | karrigan（闪亮）| 2017年亚特兰大锦标赛,,奇异,750.0,917.82,7,1,,-30.56,
5957,印花 | karrigan（闪亮）| 2018年波士顿锦标赛,,卓越,125.0,263.24,20,2,+8.70,+4.17,
5958,印花 | karrigan（闪亮）| 2015年克卢日-纳波卡锦标赛,,奇异,189.5,313.86,12,13,-4.77,-4.77,
5959,印花 | karrigan（闪亮）| 2015年科隆锦标赛,,奇异,190.0,629.3,21,6,-5.00,-17.39,
5960,印花 | karrigan（闪亮）| 2016年科隆锦标赛,,奇异,647.0,700.0,7,1,,+79.98,
5961,印花 | karrigan（闪亮）| 2017年克拉科夫锦标赛,,卓越,177.0,329.42,25,7,-6.35,-19.35,
6012,印花 | koosta | 2016年科隆锦标赛,,高级,98.78,116.05,8,9,-0.10,-33.65,
6013,印花 | loWel（闪亮）| 2017年亚特兰大锦标赛,,奇异,577.5,373.08,6,10,,-0.34,
6014,印花 | loWel（闪亮）| 2017年克拉科夫锦标赛,,卓越,159.0,250.7,29,9,-3.04,-3.05,
6015,印花 | loWel（金色）| 2017年克拉科夫锦标赛,,非凡,2999.5,2683.19,1,1,,+0.32,
6016,印花 | loWel | 2017年亚特兰大锦标赛,,高级,31.7,30.94,12,36,-3.06,+3.26,
6017,印花 | loWel | 2017年克拉科夫锦标赛,,高级,22.87,36.02,39,15,+4.05,-3.79,
6018,印花 | markeloff（闪亮）| 2017年亚特兰大锦标赛,,奇异,600.0,462.7,3,3,-9.77,+90.78,
6019,印花 | markeloff（闪亮）| 2018年波士顿锦标赛,,卓越,86.9,118.74,11,9,+7.28,+9.31,
6020,印花 | markeloff（闪亮）| 2015年卢日-纳波卡锦标赛,,奇异,198.8,477.99,9,10,-0.05,-9.43,
6021,印花 | markeloff（闪亮）| 2015年科隆锦标赛,,奇异,163.0,155.75,13,4,-3.11,-0.61,
6022,印花 | markeloff（闪亮）| 2016年科隆锦标赛,,奇异,335.5,450.31,3,1,,,
6023,印花 | markeloff（闪亮）| 2017年克拉科夫锦标赛,,卓越,168.9,278.13,25,10,-0.53,-4.09,
6024,印花 | markeloff（闪亮）| 2016年 MLG 哥伦布锦标赛,,奇异,146.6,208.09,2,2,-0.07,-1.21,
6025,印花 | markeloff（金色）| 2018年波士顿锦标赛,,非凡,1200.0,2888.0,5,5,,,
6026,印花 | markeloff（金色）| 2017年克拉科夫锦标赛,,非凡,2499.5,8888.0,4,2,-0.02,-3.85,
6027,印花 | markeloff | 2017年亚特兰大锦标赛,,高级,81.9,137.56,9,1,-3.53,-8.90,
6028,印花 | markeloff | 2018年波士顿锦标赛,,高级,22.9,31.86,17,98,-3.25,+19.46,
6029,印花 | markeloff | 2015年卢日-纳波卡锦标赛,,高级,128.0,191.08,5,1,-6.83,-6.83,
6030,印花 | markeloff | 2015年科隆锦标赛,,高级,649.89,323.28,3,11,,,
6031,印花 | markeloff | 2016年科隆锦标赛,,高级,168.88,207.82,4,2,,+4.97,
6032,印花 | markeloff | 2017年克拉科夫锦标赛,,高级,34.8,56.16,25,13,+20.12,-6.05,
6033,印花 | markeloff | 2016年 MLG 哥伦布锦标赛,,高级,74.8,109.07,8,13,-0.13,-46.14,
6034,印花 | mir（闪亮）| 2018年波士顿锦标赛,,卓越,60.0,81.65,16,3,-5.45,-13.54,
6035,印花 | mir（闪亮）| 2017年克拉科夫锦标赛,,卓越,207.0,311.5,44,10,-1.19,-4.82,
6036,印花 | mir（金色）| 2018年波士顿锦标赛,,非凡,1665.88,2281.42,3,1,,,
6037,印花 | mir（金色）| 2017年克拉科夫锦标赛,,非凡,6665.5,11053.84,4,11,-0.01,-14.29,
6038,印花 | mir | 2018年波士顿锦标赛,,高级,9.17,14.38,39,20,-4.88,+9.43,
6039,印花 | mir | 2017年克拉科夫锦标赛,,高级,28.0,42.6,23,7,+4.09,+3.32,
6040,印花 | mixwell（闪亮）| 2017年亚特兰大锦标赛,,奇异,1999.0,1582.56,3,10,,+149.88,
6041,印花 | mixwell（闪亮）| 2016年科隆锦标赛,,奇异,292.0,696.37,3,10,-0.17,-0.17,
6042,印花 | mixwell | 2017年亚特兰大锦标赛,,高级,165.0,194.63,3,3,,,
6043,印花 | mixwell | 2016年科隆锦标赛,,高级,129.5,205.0,5,1,+0.39,-0.38,
6044,印花 | mou（闪亮）| 2017年亚特兰大锦标赛,,奇异,207.0,191.15,2,10,+7.25,+6.70,
6045,印花 | mou（闪亮）| 2018年波士顿锦标赛,,卓越,49.3,64.66,22,4,-1.20,-4.27,
6046,印花 | mou（闪亮）| 2016年科隆锦标赛,,奇异,230.0,216.0,4,1,,+4.54,
6047,印花 | mou（闪亮）| 2017年克拉科夫锦标赛,,卓越,88.0,142.49,15,14,-0.43,+19.24,
6048,印花 | mou（闪亮）| 2016年 MLG 哥伦布锦标赛,,奇异,89.6,172.35,12,2,,+0.22,
6049,印花 | mou（金色）| 2018年波士顿锦标赛,,非凡,1250.0,3000.0,5,1,-16.67,-16.67,
6050,印花 | mou（金色）| 2017年克拉科夫锦标赛,,非凡,3488.5,10919.27,6,1,-0.01,-0.03,
6051,印花 | mou | 2017年亚特兰大锦标赛,,高级,21.8,29.56,22,6,-36.87,+2.11,
6052,印花 | mou | 2018年波士顿锦标赛,,高级,16.89,39.74,30,12,-15.30,-23.19,
6053,印花 | mou | 2016年科隆锦标赛,,高级,100.0,75.24,4,51,,,
6054,印花 | mou | 2017年克拉科夫锦标赛,,高级,14.48,21.45,37,9,+20.77,+3.43,
6055,印花 | mou | 2016年 MLG 哥伦布锦标赛,,高级,40.0,74.13,5,1,,,
6056,印花 | mousesports（闪亮）| 2017年亚特兰大锦标赛,,奇异,830.0,1285.7,6,16,-2.35,-30.83,
6057,印花 | mousesports（闪亮）| 2018年波士顿锦标赛,,奇异,320.0,633.25,13,13,-18.76,-21.26,
6058,印花 | mousesports（闪亮）| 2015年克卢日-纳波卡锦标赛,,奇异,294.4,341.22,7,20,-1.54,-13.41,
6059,印花 | mousesports（闪亮）| 2015年科隆锦标赛,,奇异,239.99,393.21,7,22,-9.43,-24.91,
6060,印花 | mousesports（闪亮）| 2016年科隆锦标赛,,奇异,328.5,369.46,11,14,-1.20,-1.20,
6061,印花 | mousesports（闪亮）| 2017年克拉科夫锦标赛,,奇异,424.5,470.81,12,17,-1.28,-2.73,
6112,印花 | nitr0 | 2016年 MLG 哥伦布锦标赛,,高级,19.55,23.53,24,2,+23.89,+0.72,
6113,印花 | olofmeister（闪亮）| 2017年亚特兰大锦标赛,,奇异,518.0,610.61,6,2,,,
6114,印花 | olofmeister（闪亮）| 2018年波士顿锦标赛,,卓越,92.4,134.64,29,3,-0.59,-1.02,
6115,印花 | olofmeister（闪亮）| 2015年卢日-纳波卡锦标赛,,奇异,179.5,870.45,13,1,+0.28,-0.28,
6116,印花 | olofmeister（闪亮）| 2015年科隆锦标赛,,奇异,389.0,382.06,13,7,+0.13,,
6117,印花 | olofmeister（闪亮）| 2016年科隆锦标赛,,奇异,164.0,253.24,16,4,-1.50,-47.69,
6118,印花 | olofmeister（闪亮）| 2017年克拉科夫锦标赛,,卓越,100.0,163.79,34,15,+11.11,+11.11,
6119,印花 | olofmeister（闪亮）| 2016年 MLG 哥伦布锦标赛,,奇异,197.0,300.0,6,5,+0.25,+16.57,
6120,印花 | olofmeister（金色）| 2018年波士顿锦标赛,,非凡,1699.5,3956.32,16,4,-0.03,-5.00,
6121,印花 | olofmeister（金色）| 2017年克拉科夫锦标赛,,非凡,3398.0,4230.44,2,1,,-0.02,
6122,印花 | olofmeister | 2017年亚特兰大锦标赛,,高级,36.9,51.49,18,14,-0.27,-2.90,
6123,印花 | olofmeister | 2018年波士顿锦标赛,,高级,12.0,19.11,49,280,-11.50,-13.04,
6124,印花 | olofmeister | 2015年卢日-纳波卡锦标赛,,高级,29.84,36.01,30,3,-6.87,-11.43,
6125,印花 | olofmeister | 2015年科隆锦标赛,,高级,25.0,35.57,39,1,,+9.99,
6126,印花 | olofmeister | 2016年科隆锦标赛,,高级,16.99,48.48,28,5,+1.19,+6.19,
6127,印花 | olofmeister | 2017年克拉科夫锦标赛,,高级,16.0,27.75,38,5,+0.50,,
6128,印花 | olofmeister | 2016年 MLG 哥伦布锦标赛,,高级,17.0,25.93,29,93,,,
6129,印花 | oskar（闪亮）| 2018年波士顿锦标赛,,卓越,64.7,88.62,22,58,-0.31,-7.31,
6130,印花 | oskar（闪亮）| 2017年克拉科夫锦标赛,,卓越,199.49,238.85,18,10,+25.58,,
6131,印花 | oskar（金色）| 2018年波士顿锦标赛,,非凡,0,1273.91,0,1,,,
6132,印花 | oskar（金色）| 2017年克拉科夫锦标赛,,非凡,5553.0,5934.52,2,1,,,
6133,印花 | oskar | 2018年波士顿锦标赛,,高级,8.43,17.1,57,33,-0.71,-13.63,
6134,印花 | oskar | 2017年克拉科夫锦标赛,,高级,24.48,28.11,39,41,+22.51,+8.84,
6135,印花 | pashaBiceps（闪亮）| 2017年亚特兰大锦标赛,,奇异,0,716.48,0,3,,,
6136,印花 | pashaBiceps（闪亮）| 2018年波士顿锦标赛,,卓越,100.0,213.74,13,6,-33.33,+0.91,
6137,印花 | pashaBiceps（闪亮）| 2015年克卢日-纳波卡锦标赛,,奇异,399.0,419.06,5,8,,-0.25,
6138,印花 | pashaBiceps（闪亮）| 2015年科隆锦标赛,,奇异,300.0,596.91,5,5,-18.37,-25.00,
6139,印花 | pashaBiceps（闪亮）| 2016年科隆锦标赛,,奇异,545.0,727.49,4,4,-16.15,,
6140,印花 | pashaBiceps（闪亮）| 2017年克拉科夫锦标赛,,卓越,187.5,379.89,7,3,-18.12,-10.71,
6141,印花 | pashaBiceps（闪亮）| 2016年 MLG 哥伦布锦标赛,,奇异,200.0,346.95,3,2,,,
6142,印花 | pashaBiceps（金色）| 2018年波士顿锦标赛,,非凡,2885.5,3093.79,7,1,-0.05,-0.05,
6143,印花 | pashaBiceps（金色）| 2017年克拉科夫锦标赛,,非凡,4000.0,0,7,3,-27.95,-27.95,
6144,印花 | pashaBiceps | 2017年亚特兰大锦标赛,,高级,50.0,85.44,11,16,+0.62,+0.22,
6145,印花 | pashaBiceps | 2018年波士顿锦标赛,,高级,42.57,66.4,9,72,-0.51,-0.77,
6146,印花 | pashaBiceps | 2015年克卢日-纳波卡锦标赛,,高级,85.8,121.99,24,3,+0.12,+8.61,
6147,印花 | pashaBiceps | 2015年科隆锦标赛,,高级,77.9,126.5,6,4,+0.13,-43.91,
6148,印花 | pashaBiceps | 2016年科隆锦标赛,,高级,100.0,113.79,1,1,,,
6149,印花 | pashaBiceps | 2017年克拉科夫锦标赛,,高级,47.88,81.15,21,37,-0.02,-4.87,
6150,印花 | pashaBiceps | 2016年 MLG 哥伦布锦标赛,,高级,49.0,118.29,7,1,+0.41,,
6151,印花 | paz（闪亮）| 2018年波士顿锦标赛,,卓越,58.0,135.26,12,3,+16.00,+18.39,
6153,印花 | paz | 2018年波士顿锦标赛,,高级,16.3,33.06,13,8,+1.88,,
6154,印花 | peet（闪亮）| 2015年卢日-纳波卡锦标赛,,奇异,200.0,235.34,4,1,-22.93,-27.14,
6155,印花 | peet（闪亮）| 2015年科隆锦标赛,,奇异,77.7,99.94,16,13,-0.14,-0.59,
6156,印花 | peet | 2015年克卢日-纳波卡锦标赛,,高级,63.39,134.58,9,2,-4.79,-9.37,
6157,印花 | peet | 2015年科隆锦标赛,,高级,163.5,69.63,5,3,,,
6158,印花 | pita（闪亮）| 2016年科隆锦标赛,,奇异,198.9,184.78,4,2,,,
6159,印花 | pita | 2016年科隆锦标赛,,高级,95.0,142.73,5,1,,,
6160,印花 | pronax（闪亮）| 2017年亚特兰大锦标赛,,奇异,400.0,949.6,10,3,-10.11,+150.78,
6161,印花 | pronax（闪亮）| 2015年卢日-纳波卡锦标赛,,奇异,87.8,109.44,9,3,+0.11,-0.23,
6262,印花 | shroud | 2015年克卢日-纳波卡锦标赛,,高级,332.5,212.56,2,5,+0.15,,
6263,印花 | shroud | 2015年科隆锦标赛,,高级,300.0,208.17,3,6,,+101.38,
6264,印花 | shroud | 2017年克拉科夫锦标赛,,高级,43.3,90.99,36,75,-1.57,-4.81,
6265,印花 | shroud | 2016年 MLG 哥伦布锦标赛,,高级,196.97,514.3,4,3,,+0.18,
6266,印花 | somebody（闪亮）| 2018年波士顿锦标赛,,卓越,579.4,784.66,7,8,-1.96,-2.85,
6267,印花 | somebody（金色）| 2018年波士顿锦标赛,,非凡,15999.9,0,6,10,,,
6268,印花 | somebody | 2018年波士顿锦标赛,,高级,139.5,203.73,14,15,-0.36,,
6269,印花 | spaze（闪亮）| 2016年科隆锦标赛,,奇异,287.0,388.17,5,10,-0.17,-0.35,
6270,印花 | spaze | 2016年科隆锦标赛,,高级,90.9,70.2,3,1,-0.11,-1.20,
6271,印花 | stanislaw（闪亮）| 2017年亚特兰大锦标赛,,奇异,799.0,387.93,3,1,,-9.66,
6272,印花 | stanislaw（闪亮）| 2018年波士顿锦标赛,,卓越,70.0,88.49,14,1,,-11.82,
6273,印花 | stanislaw（闪亮）| 2016年科隆锦标赛,,奇异,239.5,1921.66,7,10,+0.21,,
6274,印花 | stanislaw（金色）| 2018年波士顿锦标赛,,非凡,999.0,3300.0,2,1,,-0.05,
6275,印花 | stanislaw | 2017年亚特兰大锦标赛,,高级,67.5,85.44,17,8,-0.59,-8.65,
6276,印花 | stanislaw | 2018年波士顿锦标赛,,高级,13.89,28.76,34,136,-2.80,-11.08,
6277,印花 | stanislaw | 2016年科隆锦标赛,,高级,57.0,85.37,12,6,-1.55,-3.88,
6278,印花 | steel（闪亮）| 2015年卢日-纳波卡锦标赛,,奇异,143.3,316.56,9,2,,,
6279,印花 | steel（闪亮）| 2015年科隆锦标赛,,奇异,129.5,97.61,6,4,+72.67,+99.23,
6280,印花 | steel（闪亮）| 2017年克拉科夫锦标赛,,卓越,110.0,152.88,27,11,,+15.24,
6281,印花 | steel（金色）| 2017年克拉科夫锦标赛,,非凡,2986.5,3131.8,8,1,-0.02,-0.10,
6282,印花 | steel | 2015年卢日-纳波卡锦标赛,,高级,67.89,87.35,7,10,-31.77,+0.19,
6283,印花 | steel | 2015年科隆锦标赛,,高级,44.9,83.96,16,1,-0.22,+0.22,
6284,印花 | steel | 2017年克拉科夫锦标赛,,高级,13.3,27.2,34,9,+0.68,+0.91,
6285,印花 | suNny（闪亮）| 2018年波士顿锦标赛,,卓越,74.73,75.8,11,3,,+6.76,
6286,印花 | suNny（闪亮）| 2017年克拉科夫锦标赛,,卓越,212.94,311.83,57,13,-2.48,-13.79,
6287,印花 | suNny（金色）| 2017年克拉科夫锦标赛,,非凡,6800.0,11638.02,8,2,,,
6288,印花 | suNny | 2018年波士顿锦标赛,,高级,9.36,26.6,29,6,-0.11,-0.32,
6289,印花 | suNny | 2017年克拉科夫锦标赛,,高级,17.7,27.06,31,25,-11.05,-11.50,
6290,印花 | tabseN（闪亮）| 2018年波士顿锦标赛,,卓越,65.9,71.24,14,6,-0.15,+64.75,
6291,印花 | tabseN（闪亮）| 2017年克拉科夫锦标赛,,卓越,138.5,225.2,13,16,-1.07,+15.41,
6292,印花 | tabseN（金色）| 2018年波士顿锦标赛,,非凡,1299.5,2769.49,5,1,+0.27,+0.23,
6293,印花 | tabseN（金色）| 2017年克拉科夫锦标赛,,非凡,3895.0,4331.49,7,1,,-0.01,
6294,印花 | tabseN | 2018年波士顿锦标赛,,高级,6.48,12.0,26,15,-1.82,+10.96,
6295,印花 | tabseN | 2017年克拉科夫锦标赛,,高级,12.8,23.89,87,32,-1.54,+29.69,
6296,印花 | tarik（闪亮）| 2017年亚特兰大锦标赛,,奇异,3500.0,1211.94,1,1,,,
6297,印花 | tarik（闪亮）| 2018年波士顿锦标赛,,卓越,100.0,215.0,18,15,,-13.79,
6298,印花 | tarik（闪亮）| 2015年科隆锦标赛,,奇异,142.1,212.64,14,5,-0.35,-2.27,
6299,印花 | tarik（闪亮）| 2016年科隆锦标赛,,奇异,299.0,443.13,1,1,,,
6300,印花 | tarik（闪亮）| 2016年 MLG 哥伦布锦标赛,,奇异,399.5,669.67,11,1,-0.12,-0.12,
6302,印花 | tarik | 2017年亚特兰大锦标赛,,高级,188.0,153.64,3,1,,-5.76,
6303,印花 | tarik | 2018年波士顿锦标赛,,高级,31.4,47.78,18,66,+39.00,+57.00,
6304,印花 | tarik | 2015年克卢日-纳波卡锦标赛,,高级,84.48,77.59,5,1,,,
6305,印花 | tarik | 2015年科隆锦标赛,,高级,170.0,52.23,4,1,-3.13,-3.41,
6306,印花 | tarik | 2016年科隆锦标赛,,高级,188.0,272.97,1,3,-17.90,,
6307,印花 | tarik | 2016年 MLG 哥伦布锦标赛,,高级,49.68,53.13,11,69,-0.20,-9.34,
6308,印花 | tenzki（闪亮）| 2015年卢日-纳波卡锦标赛,,奇异,280.0,569.54,7,1,,+17.16,
6309,印花 | tenzki | 2015年卢日-纳波卡锦标赛,,高级,216.5,304.8,5,2,+20.28,-1.59,
6310,印花 | twist（闪亮）| 2017年亚特兰大锦标赛,,奇异,187.5,225.53,10,5,+0.27,,
6311,印花 | twist | 2017年亚特兰大锦标赛,,高级,27.34,0,11,1,,,
6362,Tec-9 | 黄铜 (久经沙场),久经沙场,军规级,76.0,102.4,25,21,-0.66,+22.19,9342
6363,Tec-9 | 黄铜 (略有磨损),略有磨损,军规级,196.0,229.48,20,11,-10.09,+22.50,3968
6364,Tec-9 | 碎蛋白石 (战痕累累),战痕累累,军规级,1.15,1.89,49,169,+5.50,+15.00,88088
6365,Tec-9 | 碎蛋白石 (崭新出厂),崭新出厂,军规级,46.97,65.98,122,76,+25.25,-7.52,31886
6366,Tec-9 | 碎蛋白石 (久经沙场),久经沙场,军规级,1.56,3.07,87,91,+9.86,+12.23,198691
6367,Tec-9 | 碎蛋白石 (略有磨损),略有磨损,军规级,2.1,4.07,98,224,+10.53,-14.98,159894
6368,Tec-9 | 碎蛋白石 (破损不堪),破损不堪,军规级,1.0,2.3,117,367,+4.17,+6.38,132941
6369,Tec-9 | 剪纸 (战痕累累),战痕累累,军规级,26.0,41.01,15,1,-0.46,-28.71,5201
6370,Tec-9 | 剪纸 (崭新出厂),崭新出厂,军规级,143.0,230.51,18,2,-4.35,-13.33,2208
6371,Tec-9 | 剪纸 (久经沙场),久经沙场,军规级,48.88,57.99,17,4,+57.68,+13.99,10433
6372,Tec-9 | 剪纸 (略有磨损),略有磨损,军规级,60.0,75.15,27,2,+9.43,-9.61,9391
6373,Tec-9 | 剪纸 (破损不堪),破损不堪,军规级,28.5,41.74,11,2,,-10.91,7111
6374,Tec-9 | 燃料喷射器 (战痕累累),战痕累累,保密,64.9,87.0,51,40,+6.74,-3.13,32399
6375,Tec-9 | 燃料喷射器 (崭新出厂),崭新出厂,保密,406.0,558.81,126,26,+27.83,-0.85,15668
6376,Tec-9 | 燃料喷射器 (久经沙场),久经沙场,保密,72.0,98.29,468,52,+7.14,-8.86,176189
6377,Tec-9 | 燃料喷射器 (略有磨损),略有磨损,保密,85.9,125.46,333,44,+8.89,+1.06,73192
6378,Tec-9 | 燃料喷射器 (破损不堪),破损不堪,保密,70.0,90.9,69,75,+9.39,-9.08,50429
6379,Tec-9 | 地下水 (战痕累累),战痕累累,消费级,0.08,0.31,410,715,-20.00,-33.33,700383
6380,Tec-9 | 地下水 (崭新出厂),崭新出厂,消费级,17.99,25.76,175,357,+16.67,-13.88,55538
6381,Tec-9 | 地下水 (久经沙场),久经沙场,消费级,0.14,0.21,1820,712,+27.27,+40.00,3519335
6382,Tec-9 | 地下水 (略有磨损),略有磨损,消费级,0.46,0.86,1280,947,+12.20,+39.39,1034347
6383,Tec-9 | 地下水 (破损不堪),破损不堪,消费级,0.12,0.28,132,99,+20.00,-7.69,457983
6384,Tec-9 | 哈迪斯 (战痕累累),战痕累累,工业级,120.0,172.86,12,1,,-21.11,4371
6385,Tec-9 | 哈迪斯 (崭新出厂),崭新出厂,工业级,307.0,358.16,22,4,+31.77,-4.06,4463
6386,Tec-9 | 哈迪斯 (久经沙场),久经沙场,工业级,102.9,165.17,24,8,-10.83,-14.16,9667
6387,Tec-9 | 哈迪斯 (略有磨损),略有磨损,工业级,125.0,177.41,20,7,-3.92,-6.92,6541
6388,Tec-9 | 哈迪斯 (破损不堪),破损不堪,工业级,115.98,152.4,9,3,-23.18,-2.54,4379
6389,Tec-9 | 冰冠 (战痕累累),战痕累累,军规级,1.83,4.08,30,76,-8.04,-36.90,12082
6390,Tec-9 | 冰冠 (久经沙场),久经沙场,军规级,2.6,4.46,239,102,+20.37,+46.89,242504
6391,Tec-9 | 冰冠 (略有磨损),略有磨损,军规级,4.65,6.4,223,89,+13.97,+10.71,194425
6392,Tec-9 | 冰冠 (破损不堪),破损不堪,军规级,2.47,3.73,22,64,+30.00,+25.38,22192
6393,Tec-9 | 艾萨克 (战痕累累),战痕累累,军规级,16.5,23.48,16,7,+10.74,+4.17,24326
6394,Tec-9 | 艾萨克 (崭新出厂),崭新出厂,军规级,176.99,244.77,94,9,+38.27,-6.84,16956
6395,Tec-9 | 艾萨克 (略有磨损),略有磨损,军规级,35.7,48.02,137,30,+11.98,-3.25,95120
6396,Tec-9 | 艾萨克 (破损不堪),破损不堪,军规级,16.09,24.24,42,2,+0.56,-10.11,47768
6397,Tec-9 | 贾姆比亚 (战痕累累),战痕累累,军规级,3.16,7.19,14,12,+79.55,+68.08,29613
6398,Tec-9 | 贾姆比亚 (崭新出厂),崭新出厂,军规级,149.41,195.45,33,7,+57.74,-22.18,12973
6399,Tec-9 | 贾姆比亚 (久经沙场),久经沙场,军规级,4.5,7.28,70,20,+4.65,+5.39,68186
6400,Tec-9 | 贾姆比亚 (略有磨损),略有磨损,军规级,12.5,16.0,58,1,+22.07,-19.87,61318
6401,Tec-9 | 贾姆比亚 (破损不堪),破损不堪,军规级,2.37,4.71,19,10,-1.25,+8.22,47154
6402,Tec-9 | 核子威慑 (战痕累累),战痕累累,受限,315.0,397.8,3,3,,+1.96,639
6403,Tec-9 | 核子威慑 (崭新出厂),崭新出厂,受限,0,8910.52,0,2,,,130
6404,Tec-9 | 核子威慑 (久经沙场),久经沙场,受限,529.5,545.96,16,6,+16.63,+70.81,3442
6405,Tec-9 | 核子威慑 (略有磨损),略有磨损,受限,930.0,1228.24,19,5,,+6.22,1371
6406,Tec-9 | 核子威慑 (破损不堪),破损不堪,受限,1499.5,402.99,3,1,-0.03,-0.03,409
6407,Tec-9 | 骨化之色 (崭新出厂),崭新出厂,军规级,250.0,363.92,71,16,+37.30,-19.36,31047
6408,Tec-9 | 骨化之色 (略有磨损),略有磨损,军规级,298.0,284.29,4,5,-0.50,-0.50,810
6409,Tec-9 | 战火重燃 (崭新出厂),崭新出厂,受限,67.25,90.18,228,7,+17.16,-12.55,74546
6410,Tec-9 | 战火重燃 (久经沙场),久经沙场,受限,7.3,10.4,71,86,-1.47,-11.53,90942
6411,Tec-9 | 战火重燃 (略有磨损),略有磨损,受限,9.98,13.84,105,24,+9.78,-4.86,116588
